Full_sesti,short_alias
CN6067,MIRA-001
CN6068,MIRA-001
CN6069,MIRA-001
CN6070,MIRA-001
CN6071,MIRA-013
CN6071A,MIRA-013
CN6072,MIRA-013
CN6073,MIRA-005
CN6074,MIRA-005
CN6074A,MIRA-005
CN6075,MIRA-010
CN6075A,MIRA-011
CN6075B,MIRA-011
CN6076,MIRA-011
CN6077,MIRA-011
CN6078,MIRA-011
CN6079,MIRA-011
CN6080,MIRA-011
CN6080A,MIRA-010
CN6081,MIRA-010
CN6081A,MIRA-010
CN6081B,MIRA-010
CN6082,MIRA-010
CN6083,MIRA-010
CN6084,MIRA-010
CN6085,MIRA-010
CN6086,MIRA-006
CN6087,MIRA-006
CN6088,MIRA-006
CN6090,MIRA-006
CN6090A,MIRA-006
CN6090B,MIRA-006
CN6091,MIRA-007
CN6092,MIRA-014
CN6093,MIRA-014
CN6094,MIRA-014
CN6095,MIRA-014
CN6096,MIRA-014
CN6096A,MIRA-014
CN6097,MIRA-014
CN6098,MIRA-017
CN6098A,MIRA-017
CN6100A,MIRA-018
CN6100B,
CN6101,MIRA-016
CN6101A,MIRA-016
CN6101B,MIRA-016
CN6102,MIRA-016
CN6102A,MIRA-016
